title,source,published,content,sentiment,geo_risk_score,geo_risk_level,energy_risk,investment_recommendation,dataset_type,text,is_geopolitical,is_financial,confidence_score_%
"Kevin Warsh Fed chair hearing set for next week, US senator says",Moneycontrol,2026-04-14 20:14:10,"Kevin Warsh Fed chair hearing set for next week, US senator says",Neutral,,High,,Buy Gold & Defence Stocks | Avoid Equities,live-feed,"Kevin Warsh Fed chair hearing set for next week, US senator says Kevin Warsh Fed chair hearing set for next week, US senator says",True,True,93.75
Citigroup (C) Q1 2026 Earnings Call Transcript,Fool,2026-04-14 20:17:43,Citigroup (C) Q1 2026 Earnings Call Transcript,Neutral,,Low,,Market Neutral | Hold Positions,live-feed,Citigroup (C) Q1 2026 Earnings Call Transcript Citigroup (C) Q1 2026 Earnings Call Transcript,True,True,94.02
Powerball is going international in an effort to build larger jackpots that draw more players,Clickondetroit,2026-04-14 20:16:36,Powerball is going international in an effort to build larger jackpots that draw more players,Positive,,Low,,"Buy Equities, Banking, IT",live-feed,Powerball is going international in an effort to build larger jackpots that draw more players Powerball is going international in an effort to build larger jackpots that draw more players,True,True,92.14
Seniors face unfair rents and homelessness. They need rent control,Mankato Free Press,2026-04-14 20:22:00,Seniors face unfair rents and homelessness. They need rent control,Negative,,Low,,Hold Cash | Defensive Stocks,live-feed,Seniors face unfair rents and homelessness. They need rent control Seniors face unfair rents and homelessness. They need rent control,True,True,91.63
"The Iran War Isn't Over, So Why Are Stocks Back Near Record Highs?",Investopedia,2026-04-14 20:21:49,"The Iran War Isn't Over, So Why Are Stocks Back Near Record Highs?",Neutral,,High,,Buy Gold & Defence Stocks | Avoid Equities,live-feed,"The Iran War Isn't Over, So Why Are Stocks Back Near Record Highs? The Iran War Isn't Over, So Why Are Stocks Back Near Record Highs?",True,True,94.19
"Economic & event calendar Asia Wednesday, April 15, 2026. ECB President Lagarde speaking.",Forexlive,2026-04-14 20:21:36,"Economic & event calendar Asia Wednesday, April 15, 2026. ECB President Lagarde speaking.",Positive,,Low,,"Buy Equities, Banking, IT",live-feed,"Economic & event calendar Asia Wednesday, April 15, 2026. ECB President Lagarde speaking. Economic & event calendar Asia Wednesday, April 15, 2026. ECB President Lagarde speaking.",True,True,92.02
Jim Chalmers prepares for IMF talks in Washington as Middle East conflict drives higher inflation forecast,The Nightly,2026-04-14 20:21:15,Jim Chalmers prepares for IMF talks in Washington as Middle East conflict drives higher inflation forecast,Positive,,Medium,,Selective Equity Buy | Hold Gold,live-feed,Jim Chalmers prepares for IMF talks in Washington as Middle East conflict drives higher inflation forecast Jim Chalmers prepares for IMF talks in Washington as Middle East conflict drives higher inflation forecast,True,True,64.58
Home sales just fell 3.6%—and the spring buying season may not save them,Fortune,2026-04-14 20:20:56,Home sales just fell 3.6%—and the spring buying season may not save them,Neutral,,Low,,Market Neutral | Hold Positions,live-feed,Home sales just fell 3.6%—and the spring buying season may not save them Home sales just fell 3.6%—and the spring buying season may not save them,True,True,94.01
"ADP Employment Report Reveals Soaring 4-Week Average Hits 39K, Signaling Labor Market Resilience",Home - Bitcoinworld.co.in,2026-04-14 20:20:11,"ADP Employment Report Reveals Soaring 4-Week Average Hits 39K, Signaling Labor Market Resilience",Negative,,Low,,Hold Cash | Defensive Stocks,live-feed,"ADP Employment Report Reveals Soaring 4-Week Average Hits 39K, Signaling Labor Market Resilience ADP Employment Report Reveals Soaring 4-Week Average Hits 39K, Signaling Labor Market Resilience",True,True,91.7
Peru faces a presidential runoff as election count drags on after ballot delays,Times Argus,2026-04-14 20:20:05,Peru faces a presidential runoff as election count drags on after ballot delays,Neutral,,Low,,Market Neutral | Hold Positions,live-feed,Peru faces a presidential runoff as election count drags on after ballot delays Peru faces a presidential runoff as election count drags on after ballot delays,True,True,94.21
Peru faces a presidential runoff as election count drags on after ballot delays,Postregister,2026-04-14 20:20:05,Peru faces a presidential runoff as election count drags on after ballot delays,Neutral,,Low,,Market Neutral | Hold Positions,live-feed,Peru faces a presidential runoff as election count drags on after ballot delays Peru faces a presidential runoff as election count drags on after ballot delays,True,True,94.23
Peru faces a presidential runoff as election count drags on after ballot delays,Dailysentinel,2026-04-14 20:20:05,Peru faces a presidential runoff as election count drags on after ballot delays,Neutral,,Low,,Market Neutral | Hold Positions,live-feed,Peru faces a presidential runoff as election count drags on after ballot delays Peru faces a presidential runoff as election count drags on after ballot delays,True,True,94.2
Peru faces a presidential runoff as election count drags on after ballot delays,Hjnews,2026-04-14 20:20:05,Peru faces a presidential runoff as election count drags on after ballot delays,Neutral,,Low,,Market Neutral | Hold Positions,live-feed,Peru faces a presidential runoff as election count drags on after ballot delays Peru faces a presidential runoff as election count drags on after ballot delays,True,True,94.21
"US Stocks Surge Higher: S&P 500 Jumps 1.18%, Nasdaq Soars 1.96% in Powerful Rally",Home - Bitcoinworld.co.in,2026-04-14 20:25:11,"US Stocks Surge Higher: S&P 500 Jumps 1.18%, Nasdaq Soars 1.96% in Powerful Rally",Positive,,Low,,"Buy Equities, Banking, IT",live-feed,"US Stocks Surge Higher: S&P 500 Jumps 1.18%, Nasdaq Soars 1.96% in Powerful Rally US Stocks Surge Higher: S&P 500 Jumps 1.18%, Nasdaq Soars 1.96% in Powerful Rally",True,True,92.35
"Banks in US to soon collect citizenship information, Scott Bessent says it's not unreasonable",The Times Of India,2026-04-14 20:25:09,"Banks in US to soon collect citizenship information, Scott Bessent says it's not unreasonable",Neutral,,Low,,Market Neutral | Hold Positions,live-feed,"Banks in US to soon collect citizenship information, Scott Bessent says it's not unreasonable Banks in US to soon collect citizenship information, Scott Bessent says it's not unreasonable",True,True,93.95
Work contract awarded for Mt. Pleasant's 2026 roadway paving program,Kenosha News,2026-04-14 20:25:00,Work contract awarded for Mt. Pleasant's 2026 roadway paving program,Positive,,High,,Buy Gold & Defence Stocks | Avoid Equities,live-feed,Work contract awarded for Mt. Pleasant's 2026 roadway paving program Work contract awarded for Mt. Pleasant's 2026 roadway paving program,True,True,90.86
Bitcoin tests high end of trading range amid Iran optimism,Moneycontrol,2026-04-14 20:24:35,Bitcoin tests high end of trading range amid Iran optimism,Positive,,Low,,"Buy Equities, Banking, IT",live-feed,Bitcoin tests high end of trading range amid Iran optimism Bitcoin tests high end of trading range amid Iran optimism,True,True,92.32
Trump’s scorched earth attack on US Forest Service burns Alabama,Dothaneagle,2026-04-14 20:24:00,Trump’s scorched earth attack on US Forest Service burns Alabama,Neutral,,Low,,Market Neutral | Hold Positions,live-feed,Trump’s scorched earth attack on US Forest Service burns Alabama Trump’s scorched earth attack on US Forest Service burns Alabama,True,True,94.48
"Another month, another record-high home price: March hits $408,800—the 33rd straight increase",Fortune,2026-04-14 20:22:36,"Another month, another record-high home price: March hits $408,800—the 33rd straight increase",Positive,,Low,,"Buy Equities, Banking, IT",live-feed,"Another month, another record-high home price: March hits $408,800—the 33rd straight increase Another month, another record-high home price: March hits $408,800—the 33rd straight increase",True,True,91.85
Bank7 (BSVN) Q1 2026 Earnings Call Transcript,Fool,2026-04-14 20:22:32,Bank7 (BSVN) Q1 2026 Earnings Call Transcript,Neutral,,Low,,Market Neutral | Hold Positions,live-feed,Bank7 (BSVN) Q1 2026 Earnings Call Transcript Bank7 (BSVN) Q1 2026 Earnings Call Transcript,True,True,94.04
IMF cuts 2026 global growth forecast on Middle East war,Jamaica Observer,2026-04-14 20:31:56,IMF cuts 2026 global growth forecast on Middle East war,Neutral,,High,,Buy Gold & Defence Stocks | Avoid Equities,live-feed,IMF cuts 2026 global growth forecast on Middle East war IMF cuts 2026 global growth forecast on Middle East war,True,True,94.25
Massive U.S. Data Center Delays and Cancellations Are Good for These 3 AI Stocks,Fool,2026-04-14 20:31:00,Massive U.S. Data Center Delays and Cancellations Are Good for These 3 AI Stocks,Positive,,Low,,"Buy Equities, Banking, IT",live-feed,Massive U.S. Data Center Delays and Cancellations Are Good for These 3 AI Stocks Massive U.S. Data Center Delays and Cancellations Are Good for These 3 AI Stocks,True,True,92.16
Challenges Faced by Trump's Naval Blockade on Iran in the Strait of Hormuz,Gyanhigyan,2026-04-14 20:30:29,Challenges Faced by Trump's Naval Blockade on Iran in the Strait of Hormuz,Neutral,,High,,Buy Gold & Defence Stocks | Avoid Equities,live-feed,Challenges Faced by Trump's Naval Blockade on Iran in the Strait of Hormuz Challenges Faced by Trump's Naval Blockade on Iran in the Strait of Hormuz,True,True,94.0
"Equity Bancshares, Inc. First Quarter Results Highlighted by Record Revenue and An Expanding Franchise",Cadillacnews,2026-04-14 20:30:14,"Equity Bancshares, Inc. First Quarter Results Highlighted by Record Revenue and An Expanding Franchise",Positive,,Low,,"Buy Equities, Banking, IT",live-feed,"Equity Bancshares, Inc. First Quarter Results Highlighted by Record Revenue and An Expanding Franchise Equity Bancshares, Inc. First Quarter Results Highlighted by Record Revenue and An Expanding Franchise",True,True,92.04
US Dollar: How the Sobering De-escalation Trade is Capping Its Rebound – ING Analysis,Home - Bitcoinworld.co.in,2026-04-14 20:30:12,US Dollar: How the Sobering De-escalation Trade is Capping Its Rebound – ING Analysis,Neutral,,Medium,,Hold Gold | Avoid High-Risk Equities,live-feed,US Dollar: How the Sobering De-escalation Trade is Capping Its Rebound – ING Analysis US Dollar: How the Sobering De-escalation Trade is Capping Its Rebound – ING Analysis,True,True,89.87
Inmates sue over ban on certain Indigenous faith practices at Nebraska prison,North Platte Telegraph,2026-04-14 20:30:00,Inmates sue over ban on certain Indigenous faith practices at Nebraska prison,Positive,,Low,,"Buy Equities, Banking, IT",live-feed,Inmates sue over ban on certain Indigenous faith practices at Nebraska prison Inmates sue over ban on certain Indigenous faith practices at Nebraska prison,True,True,91.87
North Dakota’s Red River Valley a pesticide and cancer hotspot,Minnpost,2026-04-14 20:30:00,North Dakota’s Red River Valley a pesticide and cancer hotspot,Neutral,,Low,,Market Neutral | Hold Positions,live-feed,North Dakota’s Red River Valley a pesticide and cancer hotspot North Dakota’s Red River Valley a pesticide and cancer hotspot,True,True,93.97
5 things to know about Columbus public servant Jerry Micek,Columbus Telegram,2026-04-14 20:30:00,5 things to know about Columbus public servant Jerry Micek,Neutral,,Low,,Market Neutral | Hold Positions,live-feed,5 things to know about Columbus public servant Jerry Micek 5 things to know about Columbus public servant Jerry Micek,True,True,94.06
Inmates sue over ban on certain Indigenous faith practices at Nebraska prison,Star Herald,2026-04-14 20:30:00,Inmates sue over ban on certain Indigenous faith practices at Nebraska prison,Positive,,Low,,"Buy Equities, Banking, IT",live-feed,Inmates sue over ban on certain Indigenous faith practices at Nebraska prison Inmates sue over ban on certain Indigenous faith practices at Nebraska prison,True,True,91.95
Inmates sue over ban on certain Indigenous faith practices at Nebraska prison,Columbus Telegram,2026-04-14 20:30:00,Inmates sue over ban on certain Indigenous faith practices at Nebraska prison,Positive,,Low,,"Buy Equities, Banking, IT",live-feed,Inmates sue over ban on certain Indigenous faith practices at Nebraska prison Inmates sue over ban on certain Indigenous faith practices at Nebraska prison,True,True,91.94
Tema Electrification ETF (VOLT) Surpasses $500 Million in AUM,Financialcontent,2026-04-14 20:37:00,Tema Electrification ETF (VOLT) Surpasses $500 Million in AUM,Neutral,,Low,,Market Neutral | Hold Positions,live-feed,Tema Electrification ETF (VOLT) Surpasses $500 Million in AUM Tema Electrification ETF (VOLT) Surpasses $500 Million in AUM,True,True,93.97
"Powerball Going Global to Build Jackpots, Draw More Players",Newsmax.com,2026-04-14 20:36:57,"Powerball Going Global to Build Jackpots, Draw More Players",Positive,,Low,,"Buy Equities, Banking, IT",live-feed,"Powerball Going Global to Build Jackpots, Draw More Players Powerball Going Global to Build Jackpots, Draw More Players",True,True,92.16
QIAGEN Expands Into Bloodstream Infection Syndromic Testing With New Rapid QIAstat-Dx Panel,Investing News Network (inn),2026-04-14 20:36:51,QIAGEN Expands Into Bloodstream Infection Syndromic Testing With New Rapid QIAstat-Dx Panel,Positive,,Low,,"Buy Equities, Banking, IT",live-feed,QIAGEN Expands Into Bloodstream Infection Syndromic Testing With New Rapid QIAstat-Dx Panel QIAGEN Expands Into Bloodstream Infection Syndromic Testing With New Rapid QIAstat-Dx Panel,True,True,92.02
Over 100 empty oil tankers head to US ports to load export crude,Forexlive,2026-04-14 20:36:46,Over 100 empty oil tankers head to US ports to load export crude,Negative,,Low,,Hold Cash | Defensive Stocks,live-feed,Over 100 empty oil tankers head to US ports to load export crude Over 100 empty oil tankers head to US ports to load export crude,True,True,90.23
Langford Estate land dispute stalls Fidelity housing project,Zimbabwe Situation,2026-04-14 20:36:06,Langford Estate land dispute stalls Fidelity housing project,Neutral,,Low,,Market Neutral | Hold Positions,live-feed,Langford Estate land dispute stalls Fidelity housing project Langford Estate land dispute stalls Fidelity housing project,True,True,93.94
New East Harlem Housing Lottery Has $788 Apartments,Patch,2026-04-14 20:35:46,New East Harlem Housing Lottery Has $788 Apartments,Positive,,Low,,"Buy Equities, Banking, IT",live-feed,New East Harlem Housing Lottery Has $788 Apartments New East Harlem Housing Lottery Has $788 Apartments,True,True,92.06
"US bank profits jump as execs see consumers surviving oil spike, for now",Bryan Times,2026-04-14 20:35:43,"US bank profits jump as execs see consumers surviving oil spike, for now",Neutral,,Low,,Market Neutral | Hold Positions,live-feed,"US bank profits jump as execs see consumers surviving oil spike, for now US bank profits jump as execs see consumers surviving oil spike, for now",True,True,94.13
