title,source,published,content,sentiment,geo_risk_score,geo_risk_level,energy_risk,investment_recommendation,dataset_type
Ginkgo Mortgage Investment Corporation: Ginkgo MIC Highlights Strong Liquidity Position in Mid-Year Market Update,Finanznachrichten.de,2026-04-14 23:02:00,Ginkgo Mortgage Investment Corporation: Ginkgo MIC Highlights Strong Liquidity Position in Mid-Year Market Update,Positive,,Low,,"Buy Equities, Banking, IT",live-feed
Number crunching reveals how much you'd pay for an A4-sized slice of property in YOUR area,Mail Online,2026-04-14 23:01:49,Number crunching reveals how much you'd pay for an A4-sized slice of property in YOUR area,Positive,,Low,,"Buy Equities, Banking, IT",live-feed
"Generation lonely! HALF of Gen Alpha plan to ditch marriage and children in favour of financial independence, survey reveals",Mail Online,2026-04-14 23:01:46,"Generation lonely! HALF of Gen Alpha plan to ditch marriage and children in favour of financial independence, survey reveals",Neutral,,Low,,Market Neutral | Hold Positions,live-feed
Opposition calls P.E.I. government spending 'reckless' as record deficit balloons again,Cbc,2026-04-14 23:01:25,Opposition calls P.E.I. government spending 'reckless' as record deficit balloons again,Neutral,,Low,,Market Neutral | Hold Positions,live-feed
"In India, $1 housekeepers spark a consumer, worker frenzy despite safety risks",Moneycontrol,2026-04-14 23:01:23,"In India, $1 housekeepers spark a consumer, worker frenzy despite safety risks",Neutral,,Low,,Market Neutral | Hold Positions,live-feed
Energy suppliers sitting on £3billion of YOUR cash - check if you can get refund,Mirror,2026-04-14 23:01:00,Energy suppliers sitting on £3billion of YOUR cash - check if you can get refund,Neutral,,Low,,Market Neutral | Hold Positions,live-feed
Heavy industry could grow global output while using up to 45% less energy by 2050,Pr Newswire Apac,2026-04-14 23:01:00,Heavy industry could grow global output while using up to 45% less energy by 2050,Negative,,Low,,Hold Cash | Defensive Stocks,live-feed
More than half of households in energy credit at end of winter – poll,Evening Standard,2026-04-14 23:01:00,More than half of households in energy credit at end of winter – poll,Positive,,Low,,"Buy Equities, Banking, IT",live-feed
31% of people ‘cutting back on essentials to ease financial pressures’,The Independent,2026-04-14 23:01:00,31% of people ‘cutting back on essentials to ease financial pressures’,Negative,,Low,,Hold Cash | Defensive Stocks,live-feed
Almost a third of Brits cutting back on food and heating amid price rises and financial pressures,The Independent,2026-04-14 23:01:00,Almost a third of Brits cutting back on food and heating amid price rises and financial pressures,Negative,,Low,,Hold Cash | Defensive Stocks,live-feed
"Madbouly, Rosatom Chief Review Progress On El Dabaa Nuclear Project",Menafn,2026-04-14 23:03:36,"Madbouly, Rosatom Chief Review Progress On El Dabaa Nuclear Project",Neutral,,High,,Buy Gold & Defence Stocks | Avoid Equities,live-feed
More than half of households in energy credit at end of winter – poll,St Helens Star,2026-04-14 23:02:29,More than half of households in energy credit at end of winter – poll,Positive,,Low,,"Buy Equities, Banking, IT",live-feed
More than half of households in energy credit at end of winter – poll,Time Seres,2026-04-14 23:02:29,More than half of households in energy credit at end of winter – poll,Positive,,Low,,"Buy Equities, Banking, IT",live-feed
More than half of households in energy credit at end of winter – poll,Reading Chronicle,2026-04-14 23:02:29,More than half of households in energy credit at end of winter – poll,Positive,,Low,,"Buy Equities, Banking, IT",live-feed
More than half of households in energy credit at end of winter – poll,Watford News,2026-04-14 23:02:29,More than half of households in energy credit at end of winter – poll,Positive,,Low,,"Buy Equities, Banking, IT",live-feed
More than half of households in energy credit at end of winter – poll,Somerset County Gazette,2026-04-14 23:02:29,More than half of households in energy credit at end of winter – poll,Positive,,Low,,"Buy Equities, Banking, IT",live-feed
More than half of households in energy credit at end of winter – poll,Craven Herald,2026-04-14 23:02:29,More than half of households in energy credit at end of winter – poll,Positive,,Low,,"Buy Equities, Banking, IT",live-feed
More than half of households in energy credit at end of winter – poll,The Worcester News,2026-04-14 23:02:29,More than half of households in energy credit at end of winter – poll,Positive,,Low,,"Buy Equities, Banking, IT",live-feed
More than half of households in energy credit at end of winter – poll,Harrow Times,2026-04-14 23:02:29,More than half of households in energy credit at end of winter – poll,Positive,,Low,,"Buy Equities, Banking, IT",live-feed
More than half of households in energy credit at end of winter – poll,Norwich Evening News,2026-04-14 23:02:29,More than half of households in energy credit at end of winter – poll,Positive,,Low,,"Buy Equities, Banking, IT",live-feed
Energy Transitions Commission: Heavy industry could grow global output while using up to 45% less energy by 2050,Finanznachrichten.de,2026-04-14 23:06:00,Energy Transitions Commission: Heavy industry could grow global output while using up to 45% less energy by 2050,Negative,,Low,,Hold Cash | Defensive Stocks,live-feed
More than half of households in energy credit at end of winter – poll,The Irish News,2026-04-14 23:05:30,More than half of households in energy credit at end of winter – poll,Positive,,Low,,"Buy Equities, Banking, IT",live-feed
"Ecobank Delivers Strong Results, Posts $801m in Pre-Tax Profit for 2025",Nigerian Communicationweek,2026-04-14 23:05:07,"Ecobank Delivers Strong Results, Posts $801m in Pre-Tax Profit for 2025",Positive,,Low,,"Buy Equities, Banking, IT",live-feed
‘Delayed by a decade’: Workers on revisions,Hindustan Times,2026-04-14 23:04:03,‘Delayed by a decade’: Workers on revisions,Neutral,,Low,,Market Neutral | Hold Positions,live-feed
Texas A&M professor embroiled in Plato censorship controversy leaving for job at SMU,The Eagle,2026-04-14 23:09:00,Texas A&M professor embroiled in Plato censorship controversy leaving for job at SMU,Neutral,,Low,,Market Neutral | Hold Positions,live-feed
Electricity rates to increase in Franklin County borough due to supply and demand of AI,Headtopics,2026-04-14 23:06:59,Electricity rates to increase in Franklin County borough due to supply and demand of AI,Negative,,Low,,Hold Cash | Defensive Stocks,live-feed
AP top stories April 14,Headtopics,2026-04-14 23:06:58,AP top stories April 14,Positive,,Low,,"Buy Equities, Banking, IT",live-feed
Josh Hawley seeks DOJ abortion drug investigation amid FDA safety review,Headtopics,2026-04-14 23:06:54,Josh Hawley seeks DOJ abortion drug investigation amid FDA safety review,Neutral,,Low,,Market Neutral | Hold Positions,live-feed
NZD/USD Surges: Critical 0.5900 Handle Halts Bullish Momentum,Home - Bitcoinworld.co.in,2026-04-14 23:15:11,NZD/USD Surges: Critical 0.5900 Handle Halts Bullish Momentum,Neutral,,Low,,Market Neutral | Hold Positions,live-feed
"Commentary: A fix for gambling, emissions, and AI’s ills",Itemlive,2026-04-14 23:14:26,"Commentary: A fix for gambling, emissions, and AI’s ills",Neutral,,Low,,Market Neutral | Hold Positions,live-feed
Kotek Fast-Tracks Shield for Oregon’s Homeless Students,Hoodline,2026-04-14 23:14:09,Kotek Fast-Tracks Shield for Oregon’s Homeless Students,Neutral,,Low,,Market Neutral | Hold Positions,live-feed
Bessent Says Trump’s Tariff Rates Could Be Restored by July,Bloomberg,2026-04-14 23:09:30,Bessent Says Trump’s Tariff Rates Could Be Restored by July,Neutral,,Medium,,Hold Gold | Avoid High-Risk Equities,live-feed
Bessent Says Trump’s Tariff Rates Could Be Restored by July - Bloomberg.com,Google News,2026-04-14 23:09:30,Bessent Says Trump’s Tariff Rates Could Be Restored by July - Bloomberg.com,Neutral,,Medium,,Hold Gold | Avoid High-Risk Equities,live-feed
"Gold, silver ETFs rally up to 9% as US-Iran peace hopes and falling oil lift sentiment. What should investors do?",The Economic Times,2026-04-14 23:18:59,"Gold, silver ETFs rally up to 9% as US-Iran peace hopes and falling oil lift sentiment. What should investors do?",Neutral,,Low,,Market Neutral | Hold Positions,live-feed
Unlock Your Potential: Proven Strategies on How to Increase Sales Effectively,Techannouncer,2026-04-14 23:16:09,Unlock Your Potential: Proven Strategies on How to Increase Sales Effectively,Positive,,Low,,"Buy Equities, Banking, IT",live-feed
"Balloon Valvuloplasty Device Market is projected to expand at a CAGR of 5.13% through 2032, fueled by the increasing prevalence of cardiovascular diseases state...",Openpr.com,2026-04-14 23:16:04,"Balloon Valvuloplasty Device Market is projected to expand at a CAGR of 5.13% through 2032, fueled by the increasing prevalence of cardiovascular diseases states DelveInsight",Neutral,,Low,,Market Neutral | Hold Positions,live-feed
"IMF raises Malaysia's real GDP growth forecast to 4.7% for 2026, 4.3% in 2027",The Star,2026-04-14 23:27:00,"IMF raises Malaysia's real GDP growth forecast to 4.7% for 2026, 4.3% in 2027",Positive,,Low,,"Buy Equities, Banking, IT",live-feed
'We won't be spared': inflation warning to Australia,The Rural,2026-04-14 23:26:52,'We won't be spared': inflation warning to Australia,Neutral,,High,,Buy Gold & Defence Stocks | Avoid Equities,live-feed
'We won't be spared': inflation warning to Australia,"Blayney, Nsw",2026-04-14 23:26:52,'We won't be spared': inflation warning to Australia,Neutral,,High,,Buy Gold & Defence Stocks | Avoid Equities,live-feed
'We won't be spared': inflation warning to Australia,Blue Mountains Gazette,2026-04-14 23:26:52,'We won't be spared': inflation warning to Australia,Neutral,,High,,Buy Gold & Defence Stocks | Avoid Equities,live-feed
'We won't be spared': inflation warning to Australia,Braidwood Times,2026-04-14 23:26:52,'We won't be spared': inflation warning to Australia,Neutral,,High,,Buy Gold & Defence Stocks | Avoid Equities,live-feed
'We won't be spared': inflation warning to Australia,The Border Mail,2026-04-14 23:26:52,'We won't be spared': inflation warning to Australia,Neutral,,High,,Buy Gold & Defence Stocks | Avoid Equities,live-feed
'We won't be spared': inflation warning to Australia,Armidale Express,2026-04-14 23:26:52,'We won't be spared': inflation warning to Australia,Neutral,,High,,Buy Gold & Defence Stocks | Avoid Equities,live-feed
Government boosts aid for farmers facing rising fuel costs,Thesun,2026-04-14 23:25:43,Government boosts aid for farmers facing rising fuel costs,Neutral,,Low,,Market Neutral | Hold Positions,live-feed
11 Surprising International Laws You Need to Know Before You Travel So You Don’t End Up with a Hefty Fine—Or Even Jail Time!,Reader’s Digest,2026-04-14 23:22:36,11 Surprising International Laws You Need to Know Before You Travel So You Don’t End Up with a Hefty Fine—Or Even Jail Time!,Positive,,Low,,"Buy Equities, Banking, IT",live-feed
Cash-strapped LAUSD awards staff massive pay raises as students flounder and investigations fester,New York Post,2026-04-14 23:22:35,Cash-strapped LAUSD awards staff massive pay raises as students flounder and investigations fester,Neutral,,High,,Buy Gold & Defence Stocks | Avoid Equities,live-feed
Tennessee tax perks retirees should know,Thestreet,2026-04-14 23:33:00,Tennessee tax perks retirees should know,Neutral,,Low,,Market Neutral | Hold Positions,live-feed
Fed chair nominee to face Senate hearing next week,香港電台新聞網 - Rthk,2026-04-14 23:31:55,Fed chair nominee to face Senate hearing next week,Neutral,,Low,,Market Neutral | Hold Positions,live-feed
Heavy industry could grow global output while using up to 45% less energy by 2050 | AAP,Australian Associated Press,2026-04-14 23:30:04,Heavy industry could grow global output while using up to 45% less energy by 2050 | AAP,Negative,,Low,,Hold Cash | Defensive Stocks,live-feed
3 Singapore Blue-Chip Stocks with Double-Digit % Gains in 2026: Should You Buy Them?,Yahoo!news,2026-04-14 23:30:00,3 Singapore Blue-Chip Stocks with Double-Digit % Gains in 2026: Should You Buy Them?,Neutral,,Low,,Market Neutral | Hold Positions,live-feed
Judge orders Indiana to recognize student IDs for voting purposes,The Times Of Northwest Indiana | Breaking News | R,2026-04-14 23:30:00,Judge orders Indiana to recognize student IDs for voting purposes,Neutral,,Low,,Market Neutral | Hold Positions,live-feed
LETTER: Villainizing migrants in Guam's economy,Guam Daily News,2026-04-14 23:30:00,LETTER: Villainizing migrants in Guam's economy,Neutral,,Low,,Market Neutral | Hold Positions,live-feed
Iowa bill requiring parental consent for minors to receive HPV vaccine goes to governor,The Quad City Times,2026-04-14 23:30:00,Iowa bill requiring parental consent for minors to receive HPV vaccine goes to governor,Neutral,,Low,,Market Neutral | Hold Positions,live-feed
Australia energy shock raises insolvency risk for firms,It Brief Australia,2026-04-14 23:29:00,Australia energy shock raises insolvency risk for firms,Neutral,,Low,,Market Neutral | Hold Positions,live-feed
Australia energy shock raises insolvency risk for firms,Channellife Australia,2026-04-14 23:29:00,Australia energy shock raises insolvency risk for firms,Neutral,,Low,,Market Neutral | Hold Positions,live-feed
"US bank profits jump as execs see consumers surviving oil spike, for now",Inquirer,2026-04-14 23:37:30,"US bank profits jump as execs see consumers surviving oil spike, for now",Neutral,,Low,,Market Neutral | Hold Positions,live-feed
What Small Businesses Can Learn from the Rise of Disposable Products,Film Daily,2026-04-14 23:35:53,What Small Businesses Can Learn from the Rise of Disposable Products,Negative,,Low,,Hold Cash | Defensive Stocks,live-feed
Atlantic Canada government workforce larger than national figures: Fraser Institute study,Ctv News,2026-04-14 23:34:04,Atlantic Canada government workforce larger than national figures: Fraser Institute study,Neutral,,Low,,Market Neutral | Hold Positions,live-feed
Iowa bill requiring parental consent for minors to receive HPV vaccine goes to governor,Globe Gazette,2026-04-14 23:41:00,Iowa bill requiring parental consent for minors to receive HPV vaccine goes to governor,Neutral,,Low,,Market Neutral | Hold Positions,live-feed
Find The Lego: How Indonesia Can Turn Diesel Generator Retirement Into A Scalable Program,Clean Technica,2026-04-14 23:39:09,Find The Lego: How Indonesia Can Turn Diesel Generator Retirement Into A Scalable Program,Neutral,,Low,,Market Neutral | Hold Positions,live-feed
Gold price holds gain as renewed push for US-Iran talks eases risks,Mining,2026-04-14 23:38:23,Gold price holds gain as renewed push for US-Iran talks eases risks,Neutral,,Low,,Market Neutral | Hold Positions,live-feed
Northrop Grumman's B-21 Raider Powers Unmatched Long-Range Strike Capability,Benzinga,2026-04-14 23:43:06,Northrop Grumman's B-21 Raider Powers Unmatched Long-Range Strike Capability,Neutral,,Low,,Market Neutral | Hold Positions,live-feed
Northrop Grumman’s B-21 Raider Powers Unmatched Long-Range Strike Capability,Globenewswire_fr,2026-04-14 23:43:00,Northrop Grumman’s B-21 Raider Powers Unmatched Long-Range Strike Capability,Neutral,,Low,,Market Neutral | Hold Positions,live-feed
Northrop Grumman’s B-21 Raider Powers Unmatched Long-Range Strike Capability,Globe Newswire,2026-04-14 23:43:00,Northrop Grumman’s B-21 Raider Powers Unmatched Long-Range Strike Capability,Neutral,,Low,,Market Neutral | Hold Positions,live-feed
'Really dangerous': Chalmers reacts to IMF's recession warning as he heads to US,Sbs News,2026-04-14 23:42:02,'Really dangerous': Chalmers reacts to IMF's recession warning as he heads to US,Negative,,High,,Buy Gold & Defence Stocks | Avoid Equities,live-feed
